C:\Python27\python.exe C:/Users/Jason/PycharmProjects/Tetris/src/evolution.py
Generation 0
Trial 1: 175 [0.7163860510086946, -0.08980744048371236, 0.07356733062105802, -0.9854312628671176, -0.12035483531436797, -0.721118971608026, -0.63561622526434, 0.14596132015596552, -0.5382228931241395, -0.7762941661377591]
Trial 2: 185 [0.7163860510086946, -0.08980744048371236, 0.07356733062105802, -0.9854312628671176, -0.12035483531436797, -0.721118971608026, -0.63561622526434, 0.14596132015596552, -0.5382228931241395, -0.7762941661377591]
Trial 3: 170 [0.7163860510086946, -0.08980744048371236, 0.07356733062105802, -0.9854312628671176, -0.12035483531436797, -0.721118971608026, -0.63561622526434, 0.14596132015596552, -0.5382228931241395, -0.7762941661377591]
Trial 4: 189 [0.7163860510086946, -0.08980744048371236, 0.07356733062105802, -0.9854312628671176, -0.12035483531436797, -0.721118971608026, -0.63561622526434, 0.14596132015596552, -0.5382228931241395, -0.7762941661377591]
Trial 5: 166 [0.7163860510086946, -0.08980744048371236, 0.07356733062105802, -0.9854312628671176, -0.12035483531436797, -0.721118971608026, -0.63561622526434, 0.14596132015596552, -0.5382228931241395, -0.7762941661377591]
Trial 1: 0 [-0.9252762512404555, 0.5431473498642512, -0.5806450957838465, 0.5448368650692885, -0.9609180546130742, 0.35013130562579664, -0.11819950474614016, 0.8425549691372802, -0.23724914848984535, 0.049695477683681766]
Trial 2: 0 [-0.9252762512404555, 0.5431473498642512, -0.5806450957838465, 0.5448368650692885, -0.9609180546130742, 0.35013130562579664, -0.11819950474614016, 0.8425549691372802, -0.23724914848984535, 0.049695477683681766]
Trial 3: 0 [-0.9252762512404555, 0.5431473498642512, -0.5806450957838465, 0.5448368650692885, -0.9609180546130742, 0.35013130562579664, -0.11819950474614016, 0.8425549691372802, -0.23724914848984535, 0.049695477683681766]
Trial 4: 0 [-0.9252762512404555, 0.5431473498642512, -0.5806450957838465, 0.5448368650692885, -0.9609180546130742, 0.35013130562579664, -0.11819950474614016, 0.8425549691372802, -0.23724914848984535, 0.049695477683681766]
Trial 5: 0 [-0.9252762512404555, 0.5431473498642512, -0.5806450957838465, 0.5448368650692885, -0.9609180546130742, 0.35013130562579664, -0.11819950474614016, 0.8425549691372802, -0.23724914848984535, 0.049695477683681766]
Trial 1: 72 [-0.9229726936601994, -0.9571009951488316, 0.7151638084710308, 0.07305409809577013, 0.42740350521177417, 0.4361272982226212, -0.7296347874726301, -0.442100089201777, 0.6269853576563029, 0.36345647474430187]
Trial 2: 138 [-0.9229726936601994, -0.9571009951488316, 0.7151638084710308, 0.07305409809577013, 0.42740350521177417, 0.4361272982226212, -0.7296347874726301, -0.442100089201777, 0.6269853576563029, 0.36345647474430187]
Trial 3: 94 [-0.9229726936601994, -0.9571009951488316, 0.7151638084710308, 0.07305409809577013, 0.42740350521177417, 0.4361272982226212, -0.7296347874726301, -0.442100089201777, 0.6269853576563029, 0.36345647474430187]
Trial 4: 116 [-0.9229726936601994, -0.9571009951488316, 0.7151638084710308, 0.07305409809577013, 0.42740350521177417, 0.4361272982226212, -0.7296347874726301, -0.442100089201777, 0.6269853576563029, 0.36345647474430187]
Trial 5: 145 [-0.9229726936601994, -0.9571009951488316, 0.7151638084710308, 0.07305409809577013, 0.42740350521177417, 0.4361272982226212, -0.7296347874726301, -0.442100089201777, 0.6269853576563029, 0.36345647474430187]
Trial 1: 163 [-0.9737777381934061, -0.49031248984523157, -0.21915836262632937, 0.5203638465683427, 0.8393658463182523, -0.8347561907833065, -0.5909450938211138, -0.5759993364441929, -0.8374333955486253, -0.9841859565815474]
Trial 2: 154 [-0.9737777381934061, -0.49031248984523157, -0.21915836262632937, 0.5203638465683427, 0.8393658463182523, -0.8347561907833065, -0.5909450938211138, -0.5759993364441929, -0.8374333955486253, -0.9841859565815474]
Trial 3: 156 [-0.9737777381934061, -0.49031248984523157, -0.21915836262632937, 0.5203638465683427, 0.8393658463182523, -0.8347561907833065, -0.5909450938211138, -0.5759993364441929, -0.8374333955486253, -0.9841859565815474]
Trial 4: 155 [-0.9737777381934061, -0.49031248984523157, -0.21915836262632937, 0.5203638465683427, 0.8393658463182523, -0.8347561907833065, -0.5909450938211138, -0.5759993364441929, -0.8374333955486253, -0.9841859565815474]
Trial 5: 157 [-0.9737777381934061, -0.49031248984523157, -0.21915836262632937, 0.5203638465683427, 0.8393658463182523, -0.8347561907833065, -0.5909450938211138, -0.5759993364441929, -0.8374333955486253, -0.9841859565815474]
Trial 1: 2 [0.684189620922032, 0.5372240304836136, -0.46800680420602636, -0.2741154577465308, 0.6809130254168996, -0.3571902675622096, -0.42680452179785267, 0.4247971784482174, 0.7495708395453713, -0.6343203036395462]
Trial 2: 5 [0.684189620922032, 0.5372240304836136, -0.46800680420602636, -0.2741154577465308, 0.6809130254168996, -0.3571902675622096, -0.42680452179785267, 0.4247971784482174, 0.7495708395453713, -0.6343203036395462]
Trial 3: 0 [0.684189620922032, 0.5372240304836136, -0.46800680420602636, -0.2741154577465308, 0.6809130254168996, -0.3571902675622096, -0.42680452179785267, 0.4247971784482174, 0.7495708395453713, -0.6343203036395462]
Trial 4: 4 [0.684189620922032, 0.5372240304836136, -0.46800680420602636, -0.2741154577465308, 0.6809130254168996, -0.3571902675622096, -0.42680452179785267, 0.4247971784482174, 0.7495708395453713, -0.6343203036395462]
Trial 5: 0 [0.684189620922032, 0.5372240304836136, -0.46800680420602636, -0.2741154577465308, 0.6809130254168996, -0.3571902675622096, -0.42680452179785267, 0.4247971784482174, 0.7495708395453713, -0.6343203036395462]
